"Cell","batch","cell_type","ExpLibSize"
"Cell2965","Batch3","Group4",52553.799719437
"Cell2966","Batch3","Group4",59449.4938984077
"Cell2967","Batch3","Group1",61850.3785922538
"Cell2968","Batch3","Group4",100177.606991034
"Cell2969","Batch3","Group2",48406.0115847065
"Cell2970","Batch3","Group3",57248.1279774294
"Cell2971","Batch3","Group4",52355.3148292035
"Cell2972","Batch3","Group2",60125.8133278908
"Cell2973","Batch3","Group2",65024.1545960299
"Cell2974","Batch3","Group1",58196.2206251409
"Cell2975","Batch3","Group4",73631.6089442495
"Cell2976","Batch3","Group1",86749.0011987864
"Cell2977","Batch3","Group4",53121.2307030051
"Cell2978","Batch3","Group3",62717.8660821492
"Cell2979","Batch3","Group4",48646.975809694
"Cell2980","Batch3","Group3",44824.7012953374
"Cell2981","Batch3","Group2",72734.9136078147
"Cell2982","Batch3","Group3",49454.5440181436
"Cell2983","Batch3","Group2",70520.5732443344
"Cell2984","Batch3","Group4",69708.7206559722
"Cell2985","Batch3","Group1",61961.7580615163
"Cell2986","Batch3","Group3",70308.7833328231
"Cell2987","Batch3","Group3",66622.611874784
"Cell2988","Batch3","Group4",58396.0304321402
"Cell2989","Batch3","Group1",71274.0408007963
"Cell2990","Batch3","Group2",60675.0901216627
"Cell2991","Batch3","Group4",71366.9871841388
"Cell2992","Batch3","Group1",64171.2574213981
"Cell2993","Batch3","Group3",39349.4457432617
"Cell2994","Batch3","Group2",60065.3936320796
"Cell2995","Batch3","Group4",45207.1091260365
"Cell2996","Batch3","Group2",66109.1874487782
"Cell2997","Batch3","Group1",53190.6931506235
"Cell2998","Batch3","Group1",47593.968559506
"Cell2999","Batch3","Group4",63251.9173417147
"Cell3000","Batch3","Group3",63438.1399941183
