Cell,cell_type,batch
Cell7221,Group3,Batch4
Cell7222,Group1,Batch4
Cell7223,Group7,Batch4
Cell7224,Group2,Batch4
Cell7225,Group7,Batch4
Cell7226,Group3,Batch4
Cell7227,Group7,Batch4
Cell7228,Group8,Batch4
Cell7229,Group4,Batch4
Cell7230,Group2,Batch4
Cell7231,Group7,Batch4
Cell7232,Group4,Batch4
Cell7233,Group3,Batch4
Cell7234,Group8,Batch4
Cell7235,Group2,Batch4
Cell7236,Group6,Batch4
Cell7237,Group7,Batch4
Cell7238,Group5,Batch4
Cell7239,Group1,Batch4
Cell7240,Group7,Batch4
Cell7241,Group1,Batch4
Cell7242,Group1,Batch4
Cell7243,Group1,Batch4
Cell7244,Group1,Batch4
Cell7245,Group10,Batch4
Cell7246,Group7,Batch4
Cell7247,Group7,Batch4
Cell7248,Group5,Batch4
Cell7249,Group1,Batch4
Cell7250,Group8,Batch4
Cell7251,Group5,Batch4
Cell7252,Group1,Batch4
Cell7253,Group7,Batch4
Cell7254,Group7,Batch4
Cell7255,Group3,Batch4
Cell7256,Group10,Batch4
Cell7257,Group8,Batch4
Cell7258,Group6,Batch4
Cell7259,Group2,Batch4
Cell7260,Group7,Batch4
Cell7261,Group1,Batch4
Cell7262,Group9,Batch4
Cell7263,Group10,Batch4
Cell7264,Group1,Batch4
Cell7265,Group5,Batch4
Cell7266,Group10,Batch4
Cell7267,Group3,Batch4
Cell7268,Group8,Batch4
Cell7269,Group7,Batch4
Cell7270,Group4,Batch4
Cell7271,Group2,Batch4
Cell7272,Group8,Batch4
Cell7273,Group7,Batch4
Cell7274,Group9,Batch4
Cell7275,Group6,Batch4
Cell7276,Group5,Batch4
Cell7277,Group6,Batch4
Cell7278,Group2,Batch4
Cell7279,Group1,Batch4
Cell7280,Group3,Batch4
Cell7281,Group2,Batch4
Cell7282,Group6,Batch4
Cell7283,Group1,Batch4
Cell7284,Group1,Batch4
Cell7285,Group4,Batch4
Cell7286,Group9,Batch4
Cell7287,Group8,Batch4
Cell7288,Group1,Batch4
Cell7289,Group7,Batch4
Cell7290,Group5,Batch4
Cell7291,Group6,Batch4
Cell7292,Group1,Batch4
Cell7293,Group10,Batch4
Cell7294,Group4,Batch4
Cell7295,Group7,Batch4
Cell7296,Group1,Batch4
Cell7297,Group5,Batch4
Cell7298,Group5,Batch4
Cell7299,Group6,Batch4
Cell7300,Group2,Batch4
Cell7301,Group3,Batch4
Cell7302,Group2,Batch4
Cell7303,Group10,Batch4
Cell7304,Group8,Batch4
Cell7305,Group8,Batch4
Cell7306,Group1,Batch4
Cell7307,Group7,Batch4
Cell7308,Group3,Batch4
Cell7309,Group10,Batch4
Cell7310,Group6,Batch4
Cell7311,Group2,Batch4
Cell7312,Group3,Batch4
Cell7313,Group2,Batch4
Cell7314,Group4,Batch4
Cell7315,Group8,Batch4
Cell7316,Group6,Batch4
Cell7317,Group7,Batch4
Cell7318,Group1,Batch4
Cell7319,Group7,Batch4
Cell7320,Group1,Batch4
Cell7321,Group5,Batch4
Cell7322,Group9,Batch4
Cell7323,Group6,Batch4
Cell7324,Group2,Batch4
Cell7325,Group3,Batch4
Cell7326,Group10,Batch4
Cell7327,Group5,Batch4
Cell7328,Group8,Batch4
Cell7329,Group7,Batch4
Cell7330,Group3,Batch4
Cell7331,Group4,Batch4
Cell7332,Group3,Batch4
Cell7333,Group5,Batch4
Cell7334,Group7,Batch4
Cell7335,Group6,Batch4
Cell7336,Group3,Batch4
Cell7337,Group8,Batch4
Cell7338,Group6,Batch4
Cell7339,Group10,Batch4
Cell7340,Group5,Batch4
Cell7341,Group6,Batch4
Cell7342,Group9,Batch4
Cell7343,Group7,Batch4
Cell7344,Group8,Batch4
Cell7345,Group5,Batch4
Cell7346,Group8,Batch4
Cell7347,Group3,Batch4
Cell7348,Group2,Batch4
Cell7349,Group3,Batch4
Cell7350,Group6,Batch4
Cell7351,Group1,Batch4
Cell7352,Group3,Batch4
Cell7353,Group5,Batch4
Cell7354,Group2,Batch4
Cell7355,Group5,Batch4
Cell7356,Group1,Batch4
Cell7357,Group7,Batch4
Cell7358,Group10,Batch4
Cell7359,Group9,Batch4
Cell7360,Group8,Batch4
Cell7361,Group8,Batch4
Cell7362,Group1,Batch4
Cell7363,Group10,Batch4
Cell7364,Group1,Batch4
Cell7365,Group9,Batch4
Cell7366,Group5,Batch4
Cell7367,Group7,Batch4
Cell7368,Group5,Batch4
Cell7369,Group1,Batch4
Cell7370,Group1,Batch4
Cell7371,Group3,Batch4
Cell7372,Group8,Batch4
Cell7373,Group2,Batch4
Cell7374,Group2,Batch4
Cell7375,Group7,Batch4
Cell7376,Group6,Batch4
Cell7377,Group7,Batch4
Cell7378,Group3,Batch4
Cell7379,Group3,Batch4
Cell7380,Group3,Batch4
Cell7381,Group7,Batch4
Cell7382,Group4,Batch4
Cell7383,Group3,Batch4
Cell7384,Group7,Batch4
Cell7385,Group2,Batch4
Cell7386,Group10,Batch4
Cell7387,Group4,Batch4
Cell7388,Group7,Batch4
Cell7389,Group1,Batch4
Cell7390,Group1,Batch4
Cell7391,Group2,Batch4
Cell7392,Group1,Batch4
Cell7393,Group1,Batch4
Cell7394,Group1,Batch4
Cell7395,Group6,Batch4
Cell7396,Group7,Batch4
Cell7397,Group2,Batch4
Cell7398,Group5,Batch4
Cell7399,Group8,Batch4
Cell7400,Group7,Batch4
Cell7401,Group10,Batch4
Cell7402,Group6,Batch4
Cell7403,Group5,Batch4
Cell7404,Group3,Batch4
Cell7405,Group8,Batch4
Cell7406,Group8,Batch4
Cell7407,Group8,Batch4
Cell7408,Group1,Batch4
Cell7409,Group3,Batch4
Cell7410,Group6,Batch4
Cell7411,Group1,Batch4
Cell7412,Group8,Batch4
Cell7413,Group6,Batch4
Cell7414,Group3,Batch4
Cell7415,Group4,Batch4
Cell7416,Group1,Batch4
Cell7417,Group1,Batch4
Cell7418,Group8,Batch4
Cell7419,Group6,Batch4
Cell7420,Group8,Batch4
Cell7421,Group7,Batch4
Cell7422,Group9,Batch4
Cell7423,Group7,Batch4
Cell7424,Group8,Batch4
Cell7425,Group2,Batch4
Cell7426,Group5,Batch4
Cell7427,Group3,Batch4
Cell7428,Group8,Batch4
Cell7429,Group10,Batch4
Cell7430,Group10,Batch4
Cell7431,Group6,Batch4
Cell7432,Group5,Batch4
Cell7433,Group10,Batch4
Cell7434,Group8,Batch4
Cell7435,Group8,Batch4
Cell7436,Group7,Batch4
Cell7437,Group3,Batch4
Cell7438,Group9,Batch4
Cell7439,Group8,Batch4
Cell7440,Group7,Batch4
Cell7441,Group10,Batch4
Cell7442,Group4,Batch4
Cell7443,Group3,Batch4
Cell7444,Group8,Batch4
Cell7445,Group10,Batch4
Cell7446,Group10,Batch4
Cell7447,Group4,Batch4
Cell7448,Group7,Batch4
Cell7449,Group7,Batch4
Cell7450,Group1,Batch4
Cell7451,Group3,Batch4
Cell7452,Group7,Batch4
Cell7453,Group5,Batch4
Cell7454,Group8,Batch4
Cell7455,Group7,Batch4
Cell7456,Group8,Batch4
Cell7457,Group10,Batch4
Cell7458,Group4,Batch4
Cell7459,Group8,Batch4
Cell7460,Group9,Batch4
Cell7461,Group6,Batch4
Cell7462,Group7,Batch4
Cell7463,Group6,Batch4
Cell7464,Group5,Batch4
Cell7465,Group8,Batch4
Cell7466,Group6,Batch4
Cell7467,Group1,Batch4
Cell7468,Group6,Batch4
Cell7469,Group2,Batch4
Cell7470,Group4,Batch4
Cell7471,Group10,Batch4
Cell7472,Group6,Batch4
Cell7473,Group10,Batch4
Cell7474,Group1,Batch4
Cell7475,Group5,Batch4
Cell7476,Group5,Batch4
Cell7477,Group2,Batch4
Cell7478,Group10,Batch4
Cell7479,Group7,Batch4
Cell7480,Group7,Batch4
Cell7481,Group8,Batch4
Cell7482,Group7,Batch4
Cell7483,Group1,Batch4
Cell7484,Group8,Batch4
Cell7485,Group3,Batch4
Cell7486,Group6,Batch4
Cell7487,Group1,Batch4
Cell7488,Group8,Batch4
Cell7489,Group10,Batch4
Cell7490,Group7,Batch4
Cell7491,Group8,Batch4
Cell7492,Group7,Batch4
Cell7493,Group2,Batch4
Cell7494,Group3,Batch4
Cell7495,Group3,Batch4
Cell7496,Group7,Batch4
Cell7497,Group7,Batch4
Cell7498,Group2,Batch4
Cell7499,Group10,Batch4
Cell7500,Group5,Batch4
Cell7501,Group7,Batch4
Cell7502,Group5,Batch4
Cell7503,Group5,Batch4
Cell7504,Group8,Batch4
Cell7505,Group6,Batch4
Cell7506,Group9,Batch4
Cell7507,Group5,Batch4
Cell7508,Group10,Batch4
Cell7509,Group10,Batch4
Cell7510,Group7,Batch4
Cell7511,Group8,Batch4
Cell7512,Group9,Batch4
Cell7513,Group6,Batch4
Cell7514,Group9,Batch4
Cell7515,Group7,Batch4
Cell7516,Group10,Batch4
Cell7517,Group10,Batch4
Cell7518,Group10,Batch4
Cell7519,Group1,Batch4
Cell7520,Group4,Batch4
Cell7521,Group5,Batch4
Cell7522,Group7,Batch4
Cell7523,Group2,Batch4
Cell7524,Group10,Batch4
Cell7525,Group10,Batch4
Cell7526,Group7,Batch4
Cell7527,Group1,Batch4
Cell7528,Group3,Batch4
Cell7529,Group1,Batch4
Cell7530,Group7,Batch4
Cell7531,Group7,Batch4
Cell7532,Group7,Batch4
Cell7533,Group9,Batch4
Cell7534,Group2,Batch4
Cell7535,Group5,Batch4
Cell7536,Group6,Batch4
Cell7537,Group5,Batch4
Cell7538,Group3,Batch4
Cell7539,Group1,Batch4
Cell7540,Group1,Batch4
Cell7541,Group6,Batch4
Cell7542,Group10,Batch4
Cell7543,Group10,Batch4
Cell7544,Group7,Batch4
Cell7545,Group8,Batch4
Cell7546,Group6,Batch4
Cell7547,Group7,Batch4
Cell7548,Group3,Batch4
Cell7549,Group4,Batch4
Cell7550,Group4,Batch4
Cell7551,Group6,Batch4
Cell7552,Group6,Batch4
Cell7553,Group6,Batch4
Cell7554,Group3,Batch4
Cell7555,Group8,Batch4
Cell7556,Group1,Batch4
Cell7557,Group3,Batch4
Cell7558,Group3,Batch4
Cell7559,Group6,Batch4
Cell7560,Group3,Batch4
Cell7561,Group1,Batch4
Cell7562,Group8,Batch4
Cell7563,Group1,Batch4
Cell7564,Group3,Batch4
Cell7565,Group1,Batch4
Cell7566,Group8,Batch4
Cell7567,Group7,Batch4
Cell7568,Group1,Batch4
Cell7569,Group6,Batch4
Cell7570,Group6,Batch4
Cell7571,Group7,Batch4
Cell7572,Group1,Batch4
Cell7573,Group3,Batch4
Cell7574,Group6,Batch4
Cell7575,Group4,Batch4
Cell7576,Group2,Batch4
Cell7577,Group10,Batch4
Cell7578,Group1,Batch4
Cell7579,Group1,Batch4
Cell7580,Group9,Batch4
Cell7581,Group9,Batch4
Cell7582,Group6,Batch4
Cell7583,Group7,Batch4
Cell7584,Group7,Batch4
Cell7585,Group4,Batch4
Cell7586,Group10,Batch4
Cell7587,Group10,Batch4
Cell7588,Group8,Batch4
Cell7589,Group6,Batch4
Cell7590,Group6,Batch4
Cell7591,Group3,Batch4
Cell7592,Group7,Batch4
Cell7593,Group1,Batch4
Cell7594,Group4,Batch4
Cell7595,Group8,Batch4
Cell7596,Group7,Batch4
Cell7597,Group8,Batch4
Cell7598,Group3,Batch4
Cell7599,Group8,Batch4
Cell7600,Group7,Batch4
Cell7601,Group10,Batch4
Cell7602,Group10,Batch4
Cell7603,Group7,Batch4
Cell7604,Group2,Batch4
Cell7605,Group5,Batch4
Cell7606,Group8,Batch4
Cell7607,Group8,Batch4
Cell7608,Group3,Batch4
Cell7609,Group3,Batch4
Cell7610,Group1,Batch4
Cell7611,Group1,Batch4
Cell7612,Group1,Batch4
Cell7613,Group10,Batch4
Cell7614,Group4,Batch4
Cell7615,Group1,Batch4
Cell7616,Group5,Batch4
Cell7617,Group9,Batch4
Cell7618,Group4,Batch4
Cell7619,Group3,Batch4
Cell7620,Group2,Batch4
Cell7621,Group3,Batch4
Cell7622,Group3,Batch4
Cell7623,Group1,Batch4
Cell7624,Group3,Batch4
Cell7625,Group2,Batch4
Cell7626,Group8,Batch4
Cell7627,Group1,Batch4
Cell7628,Group5,Batch4
Cell7629,Group9,Batch4
Cell7630,Group1,Batch4
Cell7631,Group8,Batch4
Cell7632,Group7,Batch4
Cell7633,Group7,Batch4
Cell7634,Group5,Batch4
Cell7635,Group10,Batch4
Cell7636,Group2,Batch4
Cell7637,Group7,Batch4
Cell7638,Group7,Batch4
Cell7639,Group2,Batch4
Cell7640,Group5,Batch4
Cell7641,Group7,Batch4
Cell7642,Group2,Batch4
Cell7643,Group8,Batch4
Cell7644,Group5,Batch4
Cell7645,Group8,Batch4
Cell7646,Group3,Batch4
Cell7647,Group2,Batch4
Cell7648,Group6,Batch4
Cell7649,Group8,Batch4
Cell7650,Group8,Batch4
Cell7651,Group8,Batch4
Cell7652,Group1,Batch4
Cell7653,Group7,Batch4
Cell7654,Group6,Batch4
Cell7655,Group2,Batch4
Cell7656,Group10,Batch4
Cell7657,Group6,Batch4
Cell7658,Group6,Batch4
Cell7659,Group2,Batch4
Cell7660,Group4,Batch4
Cell7661,Group6,Batch4
Cell7662,Group7,Batch4
Cell7663,Group5,Batch4
Cell7664,Group1,Batch4
Cell7665,Group7,Batch4
Cell7666,Group5,Batch4
Cell7667,Group1,Batch4
Cell7668,Group3,Batch4
Cell7669,Group1,Batch4
Cell7670,Group5,Batch4
Cell7671,Group1,Batch4
Cell7672,Group8,Batch4
Cell7673,Group2,Batch4
Cell7674,Group1,Batch4
Cell7675,Group9,Batch4
Cell7676,Group2,Batch4
Cell7677,Group4,Batch4
Cell7678,Group2,Batch4
Cell7679,Group2,Batch4
Cell7680,Group8,Batch4
Cell7681,Group3,Batch4
Cell7682,Group1,Batch4
Cell7683,Group6,Batch4
Cell7684,Group1,Batch4
Cell7685,Group10,Batch4
Cell7686,Group7,Batch4
Cell7687,Group8,Batch4
Cell7688,Group3,Batch4
Cell7689,Group10,Batch4
Cell7690,Group10,Batch4
Cell7691,Group8,Batch4
Cell7692,Group10,Batch4
Cell7693,Group7,Batch4
Cell7694,Group7,Batch4
Cell7695,Group3,Batch4
Cell7696,Group10,Batch4
Cell7697,Group5,Batch4
Cell7698,Group1,Batch4
Cell7699,Group8,Batch4
Cell7700,Group2,Batch4
Cell7701,Group1,Batch4
Cell7702,Group2,Batch4
Cell7703,Group1,Batch4
Cell7704,Group6,Batch4
Cell7705,Group1,Batch4
Cell7706,Group6,Batch4
Cell7707,Group6,Batch4
Cell7708,Group1,Batch4
Cell7709,Group10,Batch4
Cell7710,Group3,Batch4
Cell7711,Group5,Batch4
Cell7712,Group6,Batch4
Cell7713,Group7,Batch4
Cell7714,Group7,Batch4
Cell7715,Group3,Batch4
Cell7716,Group7,Batch4
Cell7717,Group5,Batch4
Cell7718,Group5,Batch4
Cell7719,Group10,Batch4
Cell7720,Group2,Batch4
Cell7721,Group10,Batch4
Cell7722,Group8,Batch4
Cell7723,Group8,Batch4
Cell7724,Group9,Batch4
Cell7725,Group7,Batch4
Cell7726,Group6,Batch4
Cell7727,Group5,Batch4
Cell7728,Group3,Batch4
Cell7729,Group2,Batch4
Cell7730,Group3,Batch4
Cell7731,Group4,Batch4
Cell7732,Group5,Batch4
Cell7733,Group7,Batch4
Cell7734,Group4,Batch4
Cell7735,Group7,Batch4
Cell7736,Group5,Batch4
Cell7737,Group7,Batch4
Cell7738,Group3,Batch4
Cell7739,Group7,Batch4
Cell7740,Group8,Batch4
Cell7741,Group8,Batch4
Cell7742,Group10,Batch4
Cell7743,Group9,Batch4
Cell7744,Group5,Batch4
Cell7745,Group2,Batch4
Cell7746,Group10,Batch4
Cell7747,Group5,Batch4
Cell7748,Group10,Batch4
Cell7749,Group8,Batch4
Cell7750,Group10,Batch4
Cell7751,Group1,Batch4
Cell7752,Group1,Batch4
Cell7753,Group10,Batch4
Cell7754,Group3,Batch4
Cell7755,Group7,Batch4
Cell7756,Group8,Batch4
Cell7757,Group6,Batch4
Cell7758,Group7,Batch4
Cell7759,Group1,Batch4
Cell7760,Group6,Batch4
Cell7761,Group8,Batch4
Cell7762,Group10,Batch4
Cell7763,Group1,Batch4
Cell7764,Group1,Batch4
Cell7765,Group7,Batch4
Cell7766,Group2,Batch4
Cell7767,Group3,Batch4
Cell7768,Group3,Batch4
Cell7769,Group1,Batch4
Cell7770,Group6,Batch4
Cell7771,Group9,Batch4
Cell7772,Group6,Batch4
Cell7773,Group6,Batch4
Cell7774,Group6,Batch4
Cell7775,Group6,Batch4
Cell7776,Group7,Batch4
Cell7777,Group8,Batch4
Cell7778,Group1,Batch4
Cell7779,Group3,Batch4
Cell7780,Group8,Batch4
Cell7781,Group9,Batch4
Cell7782,Group1,Batch4
Cell7783,Group10,Batch4
Cell7784,Group1,Batch4
Cell7785,Group7,Batch4
Cell7786,Group7,Batch4
Cell7787,Group8,Batch4
Cell7788,Group4,Batch4
Cell7789,Group5,Batch4
Cell7790,Group1,Batch4
Cell7791,Group6,Batch4
Cell7792,Group1,Batch4
Cell7793,Group10,Batch4
Cell7794,Group10,Batch4
Cell7795,Group6,Batch4
Cell7796,Group6,Batch4
Cell7797,Group3,Batch4
Cell7798,Group6,Batch4
Cell7799,Group1,Batch4
Cell7800,Group8,Batch4
Cell7801,Group8,Batch4
Cell7802,Group1,Batch4
Cell7803,Group1,Batch4
Cell7804,Group8,Batch4
Cell7805,Group8,Batch4
Cell7806,Group6,Batch4
Cell7807,Group4,Batch4
Cell7808,Group7,Batch4
Cell7809,Group5,Batch4
Cell7810,Group7,Batch4
Cell7811,Group1,Batch4
Cell7812,Group5,Batch4
Cell7813,Group6,Batch4
Cell7814,Group10,Batch4
Cell7815,Group7,Batch4
Cell7816,Group1,Batch4
Cell7817,Group5,Batch4
Cell7818,Group7,Batch4
Cell7819,Group1,Batch4
Cell7820,Group5,Batch4
Cell7821,Group7,Batch4
Cell7822,Group7,Batch4
Cell7823,Group6,Batch4
Cell7824,Group10,Batch4
Cell7825,Group2,Batch4
Cell7826,Group7,Batch4
Cell7827,Group5,Batch4
Cell7828,Group5,Batch4
Cell7829,Group6,Batch4
Cell7830,Group6,Batch4
Cell7831,Group7,Batch4
Cell7832,Group2,Batch4
Cell7833,Group8,Batch4
Cell7834,Group10,Batch4
Cell7835,Group8,Batch4
Cell7836,Group9,Batch4
Cell7837,Group7,Batch4
Cell7838,Group5,Batch4
Cell7839,Group10,Batch4
Cell7840,Group3,Batch4
Cell7841,Group1,Batch4
Cell7842,Group1,Batch4
Cell7843,Group7,Batch4
Cell7844,Group5,Batch4
Cell7845,Group1,Batch4
Cell7846,Group6,Batch4
Cell7847,Group8,Batch4
Cell7848,Group7,Batch4
Cell7849,Group5,Batch4
Cell7850,Group1,Batch4
Cell7851,Group6,Batch4
Cell7852,Group7,Batch4
Cell7853,Group10,Batch4
Cell7854,Group8,Batch4
Cell7855,Group2,Batch4
Cell7856,Group5,Batch4
Cell7857,Group10,Batch4
Cell7858,Group3,Batch4
Cell7859,Group8,Batch4
Cell7860,Group8,Batch4
Cell7861,Group7,Batch4
Cell7862,Group10,Batch4
Cell7863,Group1,Batch4
Cell7864,Group10,Batch4
Cell7865,Group9,Batch4
Cell7866,Group2,Batch4
Cell7867,Group3,Batch4
Cell7868,Group1,Batch4
Cell7869,Group6,Batch4
Cell7870,Group4,Batch4
Cell7871,Group3,Batch4
Cell7872,Group2,Batch4
Cell7873,Group5,Batch4
Cell7874,Group7,Batch4
Cell7875,Group2,Batch4
Cell7876,Group4,Batch4
Cell7877,Group3,Batch4
Cell7878,Group2,Batch4
Cell7879,Group10,Batch4
Cell7880,Group8,Batch4
Cell7881,Group5,Batch4
Cell7882,Group10,Batch4
Cell7883,Group5,Batch4
Cell7884,Group7,Batch4
Cell7885,Group5,Batch4
Cell7886,Group2,Batch4
Cell7887,Group5,Batch4
Cell7888,Group2,Batch4
Cell7889,Group10,Batch4
Cell7890,Group10,Batch4
Cell7891,Group8,Batch4
Cell7892,Group7,Batch4
Cell7893,Group7,Batch4
Cell7894,Group7,Batch4
Cell7895,Group4,Batch4
Cell7896,Group8,Batch4
Cell7897,Group10,Batch4
Cell7898,Group7,Batch4
Cell7899,Group8,Batch4
Cell7900,Group9,Batch4
Cell7901,Group8,Batch4
Cell7902,Group1,Batch4
Cell7903,Group1,Batch4
Cell7904,Group6,Batch4
Cell7905,Group7,Batch4
Cell7906,Group1,Batch4
Cell7907,Group2,Batch4
Cell7908,Group7,Batch4
Cell7909,Group7,Batch4
Cell7910,Group7,Batch4
Cell7911,Group7,Batch4
Cell7912,Group5,Batch4
Cell7913,Group9,Batch4
Cell7914,Group9,Batch4
Cell7915,Group1,Batch4
Cell7916,Group1,Batch4
Cell7917,Group7,Batch4
Cell7918,Group5,Batch4
Cell7919,Group8,Batch4
Cell7920,Group7,Batch4
Cell7921,Group5,Batch4
Cell7922,Group10,Batch4
Cell7923,Group1,Batch4
Cell7924,Group9,Batch4
Cell7925,Group7,Batch4
Cell7926,Group6,Batch4
Cell7927,Group9,Batch4
Cell7928,Group1,Batch4
Cell7929,Group7,Batch4
Cell7930,Group7,Batch4
Cell7931,Group6,Batch4
Cell7932,Group2,Batch4
Cell7933,Group2,Batch4
Cell7934,Group5,Batch4
Cell7935,Group7,Batch4
Cell7936,Group7,Batch4
Cell7937,Group7,Batch4
Cell7938,Group2,Batch4
Cell7939,Group9,Batch4
Cell7940,Group1,Batch4
Cell7941,Group2,Batch4
Cell7942,Group5,Batch4
Cell7943,Group1,Batch4
Cell7944,Group5,Batch4
Cell7945,Group8,Batch4
Cell7946,Group7,Batch4
Cell7947,Group2,Batch4
Cell7948,Group4,Batch4
Cell7949,Group2,Batch4
Cell7950,Group1,Batch4
Cell7951,Group6,Batch4
Cell7952,Group7,Batch4
Cell7953,Group1,Batch4
Cell7954,Group2,Batch4
Cell7955,Group1,Batch4
Cell7956,Group1,Batch4
Cell7957,Group5,Batch4
Cell7958,Group3,Batch4
Cell7959,Group10,Batch4
Cell7960,Group5,Batch4
Cell7961,Group2,Batch4
Cell7962,Group10,Batch4
Cell7963,Group2,Batch4
Cell7964,Group1,Batch4
Cell7965,Group1,Batch4
Cell7966,Group6,Batch4
Cell7967,Group3,Batch4
Cell7968,Group1,Batch4
Cell7969,Group1,Batch4
Cell7970,Group3,Batch4
Cell7971,Group7,Batch4
Cell7972,Group6,Batch4
Cell7973,Group5,Batch4
Cell7974,Group4,Batch4
Cell7975,Group6,Batch4
Cell7976,Group10,Batch4
Cell7977,Group3,Batch4
Cell7978,Group8,Batch4
Cell7979,Group7,Batch4
Cell7980,Group8,Batch4
Cell7981,Group7,Batch4
Cell7982,Group8,Batch4
Cell7983,Group4,Batch4
Cell7984,Group7,Batch4
Cell7985,Group1,Batch4
Cell7986,Group2,Batch4
Cell7987,Group4,Batch4
Cell7988,Group7,Batch4
Cell7989,Group7,Batch4
Cell7990,Group1,Batch4
Cell7991,Group3,Batch4
Cell7992,Group9,Batch4
Cell7993,Group3,Batch4
Cell7994,Group6,Batch4
Cell7995,Group6,Batch4
Cell7996,Group8,Batch4
Cell7997,Group9,Batch4
Cell7998,Group6,Batch4
Cell7999,Group7,Batch4
Cell8000,Group4,Batch4
Cell8001,Group4,Batch4
Cell8002,Group5,Batch4
Cell8003,Group7,Batch4
Cell8004,Group1,Batch4
Cell8005,Group5,Batch4
Cell8006,Group2,Batch4
Cell8007,Group3,Batch4
Cell8008,Group9,Batch4
Cell8009,Group7,Batch4
Cell8010,Group9,Batch4
Cell8011,Group3,Batch4
Cell8012,Group5,Batch4
Cell8013,Group3,Batch4
Cell8014,Group3,Batch4
Cell8015,Group5,Batch4
Cell8016,Group6,Batch4
Cell8017,Group7,Batch4
Cell8018,Group4,Batch4
Cell8019,Group7,Batch4
Cell8020,Group8,Batch4
Cell8021,Group5,Batch4
Cell8022,Group4,Batch4
Cell8023,Group1,Batch4
Cell8024,Group8,Batch4
Cell8025,Group10,Batch4
Cell8026,Group7,Batch4
Cell8027,Group10,Batch4
Cell8028,Group1,Batch4
Cell8029,Group1,Batch4
Cell8030,Group9,Batch4
Cell8031,Group7,Batch4
Cell8032,Group7,Batch4
Cell8033,Group6,Batch4
Cell8034,Group4,Batch4
Cell8035,Group7,Batch4
Cell8036,Group6,Batch4
Cell8037,Group7,Batch4
Cell8038,Group2,Batch4
Cell8039,Group2,Batch4
Cell8040,Group5,Batch4
Cell8041,Group2,Batch4
Cell8042,Group4,Batch4
Cell8043,Group6,Batch4
Cell8044,Group3,Batch4
Cell8045,Group7,Batch4
Cell8046,Group2,Batch4
Cell8047,Group3,Batch4
Cell8048,Group5,Batch4
Cell8049,Group10,Batch4
Cell8050,Group8,Batch4
Cell8051,Group9,Batch4
Cell8052,Group3,Batch4
Cell8053,Group8,Batch4
Cell8054,Group3,Batch4
Cell8055,Group7,Batch4
Cell8056,Group8,Batch4
Cell8057,Group3,Batch4
Cell8058,Group1,Batch4
Cell8059,Group10,Batch4
Cell8060,Group5,Batch4
Cell8061,Group3,Batch4
Cell8062,Group5,Batch4
Cell8063,Group5,Batch4
Cell8064,Group5,Batch4
Cell8065,Group10,Batch4
Cell8066,Group3,Batch4
Cell8067,Group9,Batch4
Cell8068,Group1,Batch4
Cell8069,Group5,Batch4
Cell8070,Group4,Batch4
Cell8071,Group4,Batch4
Cell8072,Group10,Batch4
Cell8073,Group5,Batch4
Cell8074,Group2,Batch4
Cell8075,Group3,Batch4
Cell8076,Group7,Batch4
Cell8077,Group7,Batch4
Cell8078,Group9,Batch4
Cell8079,Group5,Batch4
Cell8080,Group2,Batch4
Cell8081,Group6,Batch4
Cell8082,Group1,Batch4
Cell8083,Group6,Batch4
Cell8084,Group1,Batch4
Cell8085,Group1,Batch4
Cell8086,Group1,Batch4
Cell8087,Group1,Batch4
Cell8088,Group2,Batch4
Cell8089,Group10,Batch4
Cell8090,Group4,Batch4
Cell8091,Group7,Batch4
Cell8092,Group9,Batch4
Cell8093,Group6,Batch4
Cell8094,Group10,Batch4
Cell8095,Group5,Batch4
Cell8096,Group1,Batch4
Cell8097,Group5,Batch4
Cell8098,Group1,Batch4
Cell8099,Group1,Batch4
Cell8100,Group5,Batch4
Cell8101,Group6,Batch4
Cell8102,Group5,Batch4
Cell8103,Group2,Batch4
Cell8104,Group8,Batch4
Cell8105,Group5,Batch4
Cell8106,Group7,Batch4
Cell8107,Group5,Batch4
Cell8108,Group5,Batch4
Cell8109,Group2,Batch4
Cell8110,Group3,Batch4
Cell8111,Group7,Batch4
Cell8112,Group7,Batch4
Cell8113,Group7,Batch4
Cell8114,Group1,Batch4
Cell8115,Group1,Batch4
Cell8116,Group2,Batch4
Cell8117,Group4,Batch4
Cell8118,Group3,Batch4
Cell8119,Group6,Batch4
Cell8120,Group10,Batch4
Cell8121,Group7,Batch4
Cell8122,Group2,Batch4
Cell8123,Group7,Batch4
Cell8124,Group1,Batch4
Cell8125,Group1,Batch4
Cell8126,Group2,Batch4
Cell8127,Group1,Batch4
Cell8128,Group7,Batch4
Cell8129,Group3,Batch4
Cell8130,Group8,Batch4
Cell8131,Group9,Batch4
Cell8132,Group5,Batch4
Cell8133,Group3,Batch4
Cell8134,Group9,Batch4
Cell8135,Group10,Batch4
Cell8136,Group10,Batch4
Cell8137,Group5,Batch4
Cell8138,Group7,Batch4
Cell8139,Group1,Batch4
Cell8140,Group2,Batch4
Cell8141,Group7,Batch4
Cell8142,Group7,Batch4
Cell8143,Group7,Batch4
Cell8144,Group5,Batch4
Cell8145,Group7,Batch4
Cell8146,Group10,Batch4
Cell8147,Group7,Batch4
Cell8148,Group1,Batch4
Cell8149,Group1,Batch4
Cell8150,Group7,Batch4
Cell8151,Group1,Batch4
Cell8152,Group10,Batch4
